ID,Prob1
269, 0.40
270, 0.06
271, 0.07
272, 0.11
273, 0.15
274, 0.33
275, 0.19
276, 0.69
277, 0.83
278, 0.19
279, 0.12
280, 0.46
281, 0.15
282, 0.09
283, 0.16
284, 0.17
285, 0.37
286, 0.30
287, 0.17
288, 0.17
289, 0.22
290, 0.09
291, 0.19
292, 0.17
293, 0.38
294, 0.18
295, 0.10
296, 0.14
297, 0.08
298, 0.14
299, 0.62
300, 0.22
301, 0.22
302, 0.59
303, 0.43
304, 0.22
305, 0.27
306, 0.26
307, 0.25
308, 0.16
309, 0.37
310, 0.27
311, 0.23
312, 0.30
313, 0.18
314, 0.68
315, 0.31
316, 0.05
317, 0.25
318, 0.21
319, 0.25
320, 0.22
321, 0.56
322, 0.32
323, 0.22
324, 0.15
325, 0.29
326, 0.28
327, 0.27
328, 0.15
329, 0.13
330, 0.10
331, 0.40
332, 0.26
333, 0.17
334, 0.24
335, 0.06
336, 0.30
337, 0.80
338, 0.28
339, 0.20
340, 0.57
341, 0.13
342, 0.09
343, 0.03
344, 0.20
345, 0.45
346, 0.62
347, 0.06
348, 0.11
349, 0.30
350, 0.10
351, 0.21
352, 0.20
353, 0.32
354, 0.19
355, 0.28
356, 0.12
357, 0.31
358, 0.13
359, 0.15
360, 0.17
361, 0.21
362, 0.18
363, 0.26
364, 0.19
365, 0.79
366, 0.20
367, 0.15
368, 0.19
369, 0.30
370, 0.14
371, 0.11
372, 0.14
373, 0.17
374, 0.38
375, 0.14
376, 0.38
377, 0.09
378, 0.34
379, 0.24
380, 0.66
381, 0.16
382, 0.33
383, 0.79
384, 0.26
385, 0.29
386, 0.21
387, 0.21
388, 0.15
389, 0.28
390, 0.11
391, 0.13
392, 0.49
393, 0.16
394, 0.21
395, 0.30
396, 0.31
397, 0.23
398, 0.13
399, 0.85
400, 0.26
401, 0.15
402, 0.15
403, 0.12
404, 0.25
405, 0.20
406, 0.29
407, 0.29
408, 0.19
409, 0.23
410, 0.25
411, 0.14
412, 0.28
413, 0.24
414, 0.20
415, 0.20
416, 0.29
417, 0.16
418, 0.12
419, 0.37
420, 0.40
421, 0.13
422, 0.23
423, 0.19
424, 0.17
425, 0.21
426, 0.16
427, 0.23
428, 0.17
429, 0.05
430, 0.19
431, 0.23
432, 0.10
433, 0.14
434, 0.55
435, 0.13
436, 0.35
437, 0.29
438, 0.29
439, 0.15
440, 0.21
441, 0.13
442, 0.74
443, 0.12
444, 0.20
445, 0.16
446, 0.27
447, 0.20
448, 0.79
449, 0.32
450, 0.22
451, 0.51
452, 0.23
453, 0.60
454, 0.24
455, 0.11
456, 0.61
457, 0.39
458, 0.22
459, 0.15
460, 0.50
461, 0.18
462, 0.16
463, 0.19
464, 0.18
465, 0.09
466, 0.15
467, 0.44
468, 0.08
469, 0.16
470, 0.23
471, 0.19
472, 0.22
473, 0.52
474, 0.23
475, 0.14
476, 0.21
477, 0.18
478, 0.16
479, 0.16
480, 0.12
481, 0.18
482, 0.21
483, 0.33
484, 0.22
485, 0.53
486, 0.75
487, 0.49
488, 0.23
489, 0.33
490, 0.13
491, 0.41
492, 0.18
493, 0.10
494, 0.62
495, 0.49
496, 0.67
497, 0.68
498, 0.43
499, 0.54
500, 0.40
501, 0.20
502, 0.17
503, 0.16
504, 0.44
505, 0.16
506, 0.31
507, 0.21
508, 0.18
509, 0.28
510, 0.29
511, 0.23
512, 0.18
513, 0.09
514, 0.45
515, 0.67
516, 0.18
517, 0.33
518, 0.55
519, 0.78
520, 0.58
521, 0.27
522, 0.21
523, 0.33
524, 0.21
525, 0.57
526, 0.16
527, 0.31
528, 0.56
529, 0.11
530, 0.22
531, 0.17
532, 0.26
533, 0.15
534, 0.71
535, 0.27
536, 0.22
537, 0.13
538, 0.14
539, 0.63
540, 0.14
541, 0.07
542, 0.67
543, 0.71
544, 0.11
545, 0.34
546, 0.32
547, 0.14
548, 0.46
549, 0.16
550, 0.49
551, 0.23
552, 0.48
553, 0.16
554, 0.35
555, 0.07
556, 0.22
557, 0.22
558, 0.20
559, 0.11
560, 0.21
561, 0.24
562, 0.16
563, 0.27
564, 0.15
565, 0.25
566, 0.14
567, 0.30
568, 0.20
569, 0.17
570, 0.21
571, 0.13
572, 0.13
573, 0.35
574, 0.18
575, 0.13
576, 0.14
577, 0.35
578, 0.25
579, 0.28
580, 0.52
581, 0.13
582, 0.27
583, 0.37
584, 0.11
585, 0.12
586, 0.51
587, 0.32
588, 0.19
589, 0.64
590, 0.16
591, 0.09
592, 0.69
593, 0.21
594, 0.25
595, 0.23
596, 0.27
597, 0.23
598, 0.17
599, 0.19
600, 0.26
601, 0.20
602, 0.16
603, 0.44
604, 0.23
605, 0.09
606, 0.29
607, 0.20
608, 0.26
609, 0.40
610, 0.28
611, 0.79
612, 0.34
613, 0.33
614, 0.25
615, 0.09
616, 0.27
617, 0.15
618, 0.19
619, 0.24
620, 0.26
621, 0.34
622, 0.22
623, 0.24
624, 0.21
625, 0.37
626, 0.10
627, 0.24
628, 0.33
629, 0.62
630, 0.41
631, 0.25
632, 0.19
633, 0.18
634, 0.17
635, 0.42
636, 0.33
637, 0.19
638, 0.13
639, 0.19
640, 0.16
641, 0.31
642, 0.40
643, 0.36
644, 0.19
645, 0.20
646, 0.14
647, 0.22
648, 0.20
649, 0.18
650, 0.27
651, 0.16
652, 0.55
653, 0.16
654, 0.14
655, 0.33
656, 0.35
657, 0.64
658, 0.35
659, 0.24
660, 0.67
661, 0.26
662, 0.13
663, 0.19
664, 0.79
665, 0.19
666, 0.17
667, 0.12
668, 0.77
669, 0.20
670, 0.13
671, 0.16
672, 0.26
673, 0.07
674, 0.17
675, 0.29
676, 0.21
677, 0.25
678, 0.24
679, 0.15
680, 0.77
681, 0.21
682, 0.13
683, 0.40
684, 0.20
685, 0.09
686, 0.20
687, 0.18
688, 0.11
689, 0.27
690, 0.20
691, 0.12
692, 0.29
693, 0.22
694, 0.26
695, 0.31
696, 0.25
697, 0.16
698, 0.08
699, 0.11
700, 0.41
701, 0.13
702, 0.27
703, 0.23
704, 0.46
705, 0.58
706, 0.15
707, 0.08
708, 0.12
709, 0.12
710, 0.61
711, 0.88
712, 0.19
713, 0.13
714, 0.22
715, 0.23
716, 0.77
717, 0.22
718, 0.22
719, 0.19
720, 0.16
721, 0.70
722, 0.35
723, 0.31
724, 0.10
725, 0.32
726, 0.25
727, 0.65
728, 0.17
729, 0.15
730, 0.10
731, 0.19
732, 0.13
733, 0.13
734, 0.15
735, 0.20
736, 0.16
737, 0.17
738, 0.77
739, 0.30
740, 0.67
741, 0.79
742, 0.20
743, 0.15
744, 0.59
745, 0.61
746, 0.57
747, 0.36
748, 0.26
749, 0.21
750, 0.11
751, 0.33
752, 0.13
753, 0.13
754, 0.19
755, 0.52
756, 0.31
757, 0.44
758, 0.07
759, 0.36
760, 0.17
761, 0.19
762, 0.34
763, 0.16
764, 0.13
765, 0.10
766, 0.14
767, 0.09
768, 0.16
769, 0.38
770, 0.24
771, 0.18
772, 0.18
773, 0.17
774, 0.24
775, 0.12
776, 0.25
777, 0.10
778, 0.22
779, 0.28
780, 0.76
781, 0.06
782, 0.11
783, 0.16
784, 0.49
785, 0.33
786, 0.34
787, 0.36
788, 0.72
789, 0.11
790, 0.19
791, 0.43
792, 0.19
793, 0.34
794, 0.72
795, 0.19
796, 0.24
797, 0.69
798, 0.67
799, 0.19
800, 0.39
801, 0.21
802, 0.18
803, 0.16
804, 0.27
805, 0.77
806, 0.10
807, 0.22
808, 0.25
809, 0.43
810, 0.26
811, 0.71
812, 0.19
813, 0.08
814, 0.41
815, 0.07
816, 0.24
817, 0.60
818, 0.15
819, 0.18
820, 0.26
821, 0.30
822, 0.21
823, 0.21
824, 0.23
825, 0.29
826, 0.72
827, 0.07
828, 0.24
829, 0.47
830, 0.08
831, 0.49
832, 0.17
833, 0.53
834, 0.17
835, 0.56
836, 0.33
837, 0.16
838, 0.22
839, 0.05
840, 0.13
841, 0.21
842, 0.11
843, 0.27
844, 0.35
845, 0.25
846, 0.34
847, 0.41
848, 0.15
849, 0.48
850, 0.32
851, 0.23
852, 0.24
853, 0.56
854, 0.08
855, 0.19
856, 0.38
857, 0.28
858, 0.13
859, 0.25
860, -0.02
861, 0.10
862, 0.15
863, 0.30
864, 0.30
865, 0.27
866, 0.19
867, 0.30
868, 0.21
869, 0.11
870, 0.37
871, 0.21
872, 0.09
873, 0.31
874, 0.19
875, 0.43
876, 0.29
877, 0.13
878, 0.32
879, 0.14
880, 0.13
881, 0.16
882, 0.08
883, 0.33
884, 0.13
885, 0.15
886, 0.23
887, 0.28
888, 0.36
889, 0.51
890, 0.52
891, 0.17
892, 0.32
893, 0.19
894, 0.19
895, 0.14
896, 0.18
897, 0.20
898, 0.15
899, 0.18
900, 0.60
901, 0.73
902, 0.41
903, 0.45
904, 0.58
905, 0.66
906, 0.20
907, 0.62
908, 0.86
909, 0.34
910, 0.69
911, 0.24
912, 0.15
913, 0.17
914, 0.06
915, 0.24
916, 0.24
917, 0.28
918, 0.11
919, 0.21
920, 0.47
921, 0.15
922, 0.11
923, 0.68
924, 0.67
925, 0.09
926, 0.21
927, 0.25
928, 0.40
929, 0.25
930, 0.19
931, 0.09
932, 0.08
933, 0.24
934, 0.19
935, 0.23
936, 0.21
937, 0.10
938, 0.13
939, 0.71
940, 0.15
941, 0.19
942, 0.71
943, 0.21
944, 0.23
945, 0.11
946, 0.50
947, 0.17
948, 0.16
949, 0.29
950, 0.29
951, 0.44
952, 0.13
953, 0.78
954, 0.13
955, 0.32
956, 0.16
957, 0.12
958, 0.35
959, 0.16
960, 0.17
961, 0.50
962, 0.13
963, 0.25
964, 0.18
965, 0.15
966, 0.43
967, 0.21
968, 0.11
969, 0.22
970, 0.34
971, 0.61
972, 0.33
973, 0.20
974, 0.16
975, 0.34
976, 0.20
977, 0.11
978, 0.40
979, 0.16
980, 0.52
981, 0.42
982, 0.25
983, 0.17
984, 0.47
985, 0.23
986, 0.09
987, 0.22
988, 0.07
989, 0.25
990, 0.17
991, 0.26
992, 0.33
993, 0.39
994, 0.20
995, 0.27
996, 0.48
997, 0.23
998, 0.61
999, 0.11
1000, 0.08
1001, 0.78
1002, 0.56
1003, 0.27
1004, 0.63
1005, 0.18
1006, 0.13
1007, 0.75
1008, 0.16
1009, 0.65
1010, 0.15
1011, 0.33
1012, 0.14
1013, 0.65
1014, 0.36
1015, 0.28
1016, 0.62
1017, 0.70
1018, 0.56
1019, 0.11
1020, 0.30
1021, 0.24
1022, 0.22
1023, 0.67
1024, 0.14
1025, 0.29
1026, 0.41
1027, 0.61
1028, 0.68
1029, 0.37
1030, 0.61
1031, 0.26
1032, 0.63
1033, 0.19
1034, 0.13
1035, 0.29
1036, 0.18
1037, 0.16
1038, 0.18
1039, 0.24
1040, 0.17
1041, 0.27
1042, 0.26
1043, 0.24
1044, 0.34
1045, 0.16
1046, 0.39
1047, 0.16
1048, 0.45
1049, 0.55
1050, 0.08
1051, 0.26
1052, 0.26
1053, 0.14
1054, 0.14
1055, 0.15
1056, 0.18
1057, 0.20
1058, 0.20
1059, 0.18
1060, 0.15
1061, 0.21
1062, 0.30
1063, 0.52
1064, 0.20
1065, 0.15
1066, 0.17
1067, 0.18
1068, 0.28
1069, 0.16
1070, 0.83
1071, 0.08
1072, 0.06
1073, 0.23
1074, 0.21
1075, 0.16
1076, 0.22
1077, 0.19
1078, 0.37
1079, 0.25
1080, 0.17
1081, 0.21
1082, 0.30
1083, 0.59
1084, 0.18
1085, 0.25
1086, 0.11
1087, 0.22
1088, 0.34
1089, 0.20
1090, 0.09
1091, 0.15
1092, 0.17
1093, 0.15
1094, 0.13
1095, 0.25
1096, 0.27
1097, 0.35
1098, 0.15
1099, 0.14
1100, 0.36
1101, 0.18
1102, 0.36
1103, 0.36
1104, 0.24
1105, 0.28
1106, 0.18
1107, 0.09
1108, 0.32
1109, 0.28
1110, 0.58
1111, 0.17
1112, 0.75
1113, 0.14
1114, 0.17
1115, 0.37
1116, 0.50
1117, 0.34
1118, 0.10
1119, 0.44
1120, 0.50
1121, 0.25
1122, 0.22
1123, 0.17
1124, 0.27
1125, 0.23
1126, 0.27
1127, 0.16
1128, 0.17
1129, 0.30
1130, 0.56
1131, 0.20
1132, 0.25
1133, 0.48
1134, 0.24
1135, 0.24
1136, 0.63
1137, 0.17
1138, 0.22
1139, 0.68
1140, 0.26
1141, 0.44
1142, 0.15
1143, 0.11
1144, 0.76
1145, 0.24
1146, 0.18
1147, 0.06
1148, 0.15
1149, 0.67
1150, 0.16
1151, 0.19
1152, 0.15
1153, 0.15
1154, 0.14
1155, 0.16
1156, 0.18
1157, 0.12
1158, 0.40
1159, 0.22
1160, 0.28
1161, 0.09
1162, 0.09
1163, 0.38
1164, 0.13
1165, 0.60
1166, 0.21
1167, 0.08
1168, 0.18
1169, 0.21
1170, 0.36
1171, 0.30
1172, 0.28
1173, 0.53
1174, 0.28
1175, 0.31
1176, 0.66
1177, 0.33
1178, 0.19
1179, 0.25
1180, 0.23
1181, 0.12
1182, 0.09
1183, 0.21
1184, 0.33
1185, 0.64
1186, 0.19
1187, 0.12
1188, 0.32
1189, 0.25
1190, 0.10
1191, 0.21
1192, 0.16
1193, 0.26
1194, 0.21
1195, 0.08
1196, 0.10
1197, 0.10
1198, 0.65
1199, 0.17
1200, 0.38
1201, 0.16
1202, 0.64
1203, 0.36
1204, 0.15
1205, 0.32
1206, 0.27
1207, 0.26
1208, 0.13
1209, 0.65
1210, 0.35
1211, 0.17
1212, 0.25
1213, 0.22
1214, 0.16
1215, 0.26
1216, 0.23
1217, 0.28
1218, 0.19
1219, 0.22
1220, 0.15
1221, 0.17
1222, 0.55
1223, 0.17
1224, 0.15
1225, 0.19
1226, 0.21
1227, 0.21
1228, 0.21
1229, 0.48
1230, 0.52
1231, 0.26
1232, 0.13
1233, 0.33
1234, 0.20
1235, 0.12
1236, 0.19
1237, 0.58
1238, 0.09
1239, 0.79
1240, 0.20
1241, 0.24
1242, 0.65
1243, 0.15
1244, 0.08
1245, 0.19
1246, 0.20
1247, 0.44
1248, 0.26
1249, 0.15
1250, 0.15
1251, 0.19
1252, 0.41
1253, 0.11
1254, 0.24
1255, 0.16
1256, 0.57
1257, 0.11
1258, 0.18
1259, 0.17
1260, 0.14
1261, 0.12
1262, 0.29
1263, 0.08
1264, 0.19
1265, -0.07
1266, 0.58
1267, 0.29
1268, 0.19
1269, 0.15
1270, 0.20
1271, 0.20
1272, 0.19
1273, 0.27
1274, 0.14
1275, 0.13
1276, 0.14
1277, -0.07
1278, 0.69
1279, 0.20
1280, 0.57
1281, 0.15
1282, 0.15
1283, 0.26
1284, 0.22
1285, 0.14
1286, 0.17
1287, 0.18
1288, 0.18
1289, 0.17
1290, 0.17
1291, 0.49
1292, 0.11
1293, 0.38
1294, 0.76
1295, 0.19
1296, 0.11
1297, 0.16
1298, 0.18
1299, 0.59
1300, 0.15
1301, 0.20
1302, 0.29
1303, 0.10
1304, 0.24
1305, 0.42
1306, 0.08
1307, 0.28
1308, 0.09
1309, 0.13
1310, 0.27
1311, 0.16
1312, 0.35
1313, 0.22
1314, 0.15
1315, 0.18
1316, 0.11
1317, 0.40
1318, 0.12
1319, 0.18
1320, 0.24
1321, 0.27
1322, 0.28
1323, 0.11
1324, 0.59
1325, 0.42
1326, 0.10
1327, 0.72
1328, 0.26
1329, 0.07
1330, 0.15
1331, 0.13
1332, 0.19
1333, 0.09
1334, 0.20
1335, 0.16
1336, 0.15
1337, 0.19
1338, 0.23
1339, 0.28
1340, 0.28
1341, 0.64
1342, 0.33
1343, 0.78
1344, 0.31
1345, 0.17
1346, 0.13
1347, 0.49
1348, 0.20
1349, 0.29
1350, 0.08
1351, 0.16
1352, 0.21
1353, 0.21
1354, 0.17
1355, 0.26
1356, 0.22
1357, 0.13
1358, 0.28
1359, 0.17
1360, 0.46
1361, 0.25
1362, 0.18
1363, 0.19
1364, 0.23
1365, 0.54
1366, 0.32
1367, 0.57
1368, 0.14
1369, 0.31
1370, 0.18
1371, 0.13
1372, 0.25
1373, 0.33
1374, 0.18
1375, 0.27
1376, 0.28
1377, 0.09
1378, 0.34
1379, 0.70
1380, 0.15
1381, 0.64
1382, 0.11
1383, 0.38
1384, 0.22
1385, 0.22
1386, 0.29
1387, 0.24
1388, 0.18
1389, 0.29
1390, 0.48
1391, 0.48
1392, 0.24
1393, 0.41
1394, 0.16
1395, 0.08
1396, 0.58
1397, 0.29
1398, 0.17
1399, 0.34
1400, 0.25
1401, 0.24
1402, 0.18
1403, 0.15
1404, 0.75
1405, 0.13
1406, 0.32
1407, 0.47
1408, 0.29
1409, 0.14
1410, 0.27
1411, 0.19
1412, 0.22
1413, 0.11
1414, 0.07
1415, 0.22
1416, 0.18
1417, 0.14
1418, 0.26
1419, 0.36
1420, 0.12
1421, 0.18
1422, 0.43
1423, 0.19
1424, 0.51
1425, 0.18
1426, 0.25
1427, 0.10
1428, 0.26
1429, 0.24
1430, 0.20
1431, 0.25
1432, 0.21
1433, 0.12
1434, 0.16
1435, 0.51
1436, 0.30
1437, 0.26
1438, 0.12
1439, 0.14
1440, 0.34
1441, 0.27
1442, 0.13
1443, 0.14
1444, 0.11
1445, 0.37
1446, 0.24
1447, 0.13
1448, 0.36
1449, 0.19
1450, 0.16
1451, 0.12
1452, 0.14
1453, 0.27
1454, 0.16
1455, 0.07
1456, 0.04
1457, 0.49
1458, 0.72
1459, 0.19
1460, 0.19
1461, 0.17
1462, 0.25
1463, 0.16
1464, 0.77
1465, 0.22
1466, 0.11
1467, 0.14
1468, 0.72
1469, 0.66
1470, 0.19
1471, 0.47
1472, 0.63
1473, 0.67
1474, 0.18
1475, 0.58
1476, 0.18
1477, 0.28
1478, 0.19
1479, 0.18
1480, 0.10
1481, 0.34
1482, 0.23
1483, 0.10
1484, 0.33
1485, 0.11
1486, 0.23
1487, 0.11
1488, 0.27
1489, 0.23
1490, 0.13
1491, 0.62
1492, 0.32
1493, 0.12
1494, 0.38
1495, 0.80
1496, 0.61
1497, 0.10
1498, 0.22
1499, 0.46
1500, 0.37
1501, 0.15
1502, 0.23
1503, 0.81
1504, 0.15
1505, 0.22
1506, 0.12
1507, 0.23
1508, 0.19
1509, 0.22
1510, 0.24
1511, 0.18
1512, 0.12
1513, 0.13
1514, 0.20
1515, 0.10
1516, 0.17
1517, 0.22
1518, 0.29
1519, 0.22
1520, 0.17
1521, 0.19
1522, 0.15
1523, 0.14
1524, 0.22
1525, 0.26
1526, 0.35
1527, 0.19
1528, 0.09
1529, 0.36
1530, 0.59
1531, 0.30
1532, 0.33
1533, 0.19
1534, 0.15
1535, 0.37
1536, 0.13
1537, 0.47
1538, 0.64
1539, 0.50
1540, 0.25
1541, 0.26
1542, 0.14
1543, 0.20
1544, 0.27
1545, 0.41
1546, 0.09
1547, 0.19
1548, 0.25
1549, 0.84
1550, 0.28
1551, 0.35
1552, 0.11
1553, 0.16
1554, 0.46
1555, 0.68
1556, 0.12
1557, 0.28
1558, 0.75
1559, 0.24
1560, 0.18
1561, 0.16
1562, 0.41
1563, 0.31
1564, 0.39
1565, 0.78
1566, 0.25
1567, 0.29
1568, 0.57
1569, 0.14
1570, 0.13
1571, 0.16
1572, 0.12
1573, 0.60
1574, 0.40
1575, 0.16
1576, 0.17
1577, 0.15
1578, 0.08
1579, 0.30
1580, 0.23
1581, 0.10
1582, 0.15
1583, 0.83
1584, 0.29
1585, 0.68
1586, 0.14
1587, 0.20
1588, 0.77
1589, 0.15
1590, 0.23
1591, 0.14
1592, 0.15
1593, 0.13
1594, 0.35
1595, 0.26
1596, 0.16
1597, 0.74
1598, 0.30
1599, 0.15
1600, 0.58
1601, 0.56
1602, 0.17
1603, 0.18
1604, 0.16
1605, 0.12
1606, 0.29
1607, 0.10
1608, 0.26
1609, 0.08
1610, 0.20
1611, 0.20
1612, 0.18
1613, 0.08
1614, 0.12
1615, 0.18
1616, 0.18
1617, 0.60
1618, 0.13
1619, 0.69
1620, 0.15
1621, 0.81
1622, 0.26
1623, 0.11
1624, 0.55
1625, 0.11
1626, 0.22
1627, 0.12
1628, 0.09
1629, 0.25
1630, 0.17
1631, 0.58
1632, 0.69
1633, 0.26
1634, 0.16
1635, 0.63
1636, 0.14
1637, 0.16
1638, 0.11
1639, 0.12
1640, 0.23
1641, 0.07
1642, 0.31
1643, 0.16
1644, 0.30
1645, 0.16
1646, 0.74
1647, 0.69
1648, 0.35
1649, 0.16
1650, 0.15
1651, 0.37
1652, 0.25
1653, 0.07
1654, 0.45
1655, 0.14
1656, 0.27
1657, 0.22
1658, 0.20
1659, 0.22
1660, 0.16
1661, 0.21
1662, 0.27
1663, 0.13
1664, 0.19
1665, 0.25
1666, 0.15
1667, 0.05
1668, 0.31
1669, 0.59
1670, 0.51
1671, 0.19
1672, 0.21
1673, 0.29
1674, 0.52
1675, 0.24
1676, 0.51
1677, 0.49
1678, 0.19
1679, 0.21
1680, 0.66
1681, 0.35
1682, 0.33
1683, 0.21
1684, 0.15
1685, 0.19
1686, 0.77
1687, 0.12
1688, 0.11
1689, 0.25
1690, 0.10
1691, 0.19
1692, 0.65
1693, 0.64
1694, 0.64
1695, 0.23
1696, 0.25
1697, 0.73
1698, 0.39
1699, 0.14
1700, 0.73
1701, 0.20
1702, 0.27
1703, 0.15
1704, 0.47
1705, 0.37
1706, 0.27
1707, 0.18
1708, 0.18
1709, 0.25
1710, 0.41
1711, 0.21
1712, 0.11
1713, 0.30
1714, 0.45
1715, 0.31
1716, 0.32
1717, 0.45
1718, 0.10
1719, 0.20
1720, 0.37
1721, 0.24
1722, 0.14
1723, 0.15
1724, 0.28
1725, 0.24
1726, 0.79
1727, 0.16
1728, 0.16
1729, 0.18
1730, 0.19
1731, 0.08
1732, 0.18
1733, 0.37
1734, 0.15
1735, 0.22
1736, 0.16
1737, 0.10
1738, 0.75
1739, 0.21
1740, 0.08
1741, 0.13
1742, 0.21
1743, 0.47
1744, 0.38
1745, 0.11
1746, 0.36
1747, 0.32
1748, 0.20
1749, 0.18
1750, 0.11
1751, 0.38
1752, 0.11
1753, 0.52
1754, 0.15
1755, 0.44
1756, 0.28
1757, 0.28
1758, 0.15
1759, 0.22
1760, 0.48
1761, 0.61
1762, 0.22
1763, 0.20
1764, 0.21
1765, 0.29
1766, 0.20
1767, 0.33
1768, 0.18
1769, 0.30
1770, 0.28
1771, 0.12
1772, 0.10
1773, 0.60
1774, 0.46
1775, 0.17
1776, 0.47
1777, 0.36
1778, 0.21
1779, 0.58
1780, 0.20
1781, 0.53
1782, 0.18
1783, 0.20
1784, 0.49
1785, 0.21
1786, 0.16
1787, 0.09
1788, 0.25
1789, 0.12
1790, 0.14
1791, 0.18
1792, 0.64
1793, 0.24
1794, 0.20
1795, 0.20
1796, 0.17
1797, 0.69
1798, 0.29
1799, 0.26
1800, 0.09
1801, 0.65
1802, 0.15
1803, 0.11
1804, 0.25
1805, 0.30
1806, 0.27
1807, 0.27
1808, 0.43
1809, 0.24
1810, 0.26
1811, 0.25
1812, 0.24
1813, 0.21
1814, 0.45
1815, 0.15
1816, 0.15
1817, 0.31
1818, 0.21
1819, 0.26
1820, 0.18
1821, 0.53
1822, 0.37
1823, 0.26
1824, 0.09
1825, 0.63
1826, 0.08
1827, 0.19
1828, 0.72
1829, 0.76
1830, 0.12
1831, 0.10
1832, 0.11
1833, 0.23
1834, 0.19
1835, 0.28
1836, 0.32
1837, 0.14
1838, 0.38
1839, 0.52
1840, 0.28
1841, 0.23
1842, 0.35
1843, 0.14
1844, 0.71
1845, 0.76
1846, 0.17
1847, 0.21
1848, 0.21
1849, 0.31
1850, 0.11
1851, 0.13
1852, 0.40
1853, 0.11
1854, 0.20
1855, 0.32
1856, 0.17
1857, 0.26
1858, 0.11
1859, 0.51
1860, 0.24
1861, 0.14
1862, 0.19
1863, 0.24
1864, 0.21
1865, 0.14
1866, 0.18
1867, 0.12
1868, 0.57
1869, 0.74
1870, 0.16
1871, 0.24
1872, 0.21
